call_20260501_100028,2026-05-01 10:00:00 +0000 UTC,client_1028,DE-BY,loan_offer,answered,interested,58,true
call_20260501_100029,2026-05-01 10:00:00 +0000 UTC,client_1029,US-NY,insurance_sale,no_answer,,0,false
call_20260501_10003,2026-05-01 10:00:00 +0000 UTC,client_1003,FR-PAR,loan_offer,wrong_number,,0,false
call_20260501_100030,2026-05-01 10:00:00 +0000 UTC,client_1030,IT-ROM,credit_card_offer,busy,,0,false
call_20260501_100031,2026-05-01 10:00:00 +0000 UTC,client_1031,ES-MAD,product_upgrade,wrong_number,,0,false
call_20260501_100032,2026-05-01 10:00:00 +0000 UTC,client_1032,DE-HE,service_renewal,answered,interested,62,true
call_20260501_100033,2026-05-01 10:00:00 +0000 UTC,client_1033,US-CA,loan_offer,no_answer,,0,false
call_20260501_100034,2026-05-01 10:00:00 +0000 UTC,client_1034,GB-LDN,insurance_sale,busy,,0,false
call_20260501_100035,2026-05-01 10:00:00 +0000 UTC,client_1035,FR-PAR,credit_card_offer,wrong_number,,0,false
call_20260501_100036,2026-05-01 10:00:00 +0000 UTC,client_1036,DE-BY,product_upgrade,answered,interested,66,true
call_20260501_100037,2026-05-01 10:00:00 +0000 UTC,client_1037,US-NY,service_renewal,no_answer,,0,false
call_20260501_100038,2026-05-01 10:00:00 +0000 UTC,client_1038,IT-ROM,loan_offer,busy,,0,false
call_20260501_100039,2026-05-01 10:00:00 +0000 UTC,client_1039,ES-MAD,insurance_sale,wrong_number,,0,false
call_20260501_10004,2026-05-01 10:00:00 +0000 UTC,client_1004,DE-BY,insurance_sale,answered,interested,34,true
call_20260501_100040,2026-05-01 10:00:00 +0000 UTC,client_1040,DE-HE,credit_card_offer,answered,interested,70,true
call_20260501_100041,2026-05-01 10:00:00 +0000 UTC,client_1041,US-CA,product_upgrade,no_answer,,0,false
call_20260501_100042,2026-05-01 10:00:00 +0000 UTC,client_1042,GB-LDN,service_renewal,busy,,0,false
call_20260501_100043,2026-05-01 10:00:00 +0000 UTC,client_1043,FR-PAR,loan_offer,wrong_number,,0,false
call_20260501_100044,2026-05-01 10:00:00 +0000 UTC,client_1044,DE-BY,insurance_sale,answered,interested,74,true
call_20260501_100045,2026-05-01 10:00:00 +0000 UTC,client_1045,US-NY,credit_card_offer,no_answer,,0,false
call_20260501_100046,2026-05-01 10:00:00 +0000 UTC,client_1046,IT-ROM,product_upgrade,busy,,0,false
call_20260501_100047,2026-05-01 10:00:00 +0000 UTC,client_1047,ES-MAD,service_renewal,wrong_number,,0,false
call_20260501_100048,2026-05-01 10:00:00 +0000 UTC,client_1048,DE-HE,loan_offer,answered,interested,78,true
call_20260501_100049,2026-05-01 10:00:00 +0000 UTC,client_1049,US-CA,insurance_sale,no_answer,,0,false
call_20260501_10005,2026-05-01 10:00:00 +0000 UTC,client_1005,US-NY,credit_card_offer,no_answer,,0,false
call_20260501_100050,2026-05-01 10:00:00 +0000 UTC,client_1050,GB-LDN,credit_card_offer,busy,,0,false
call_20260501_100051,2026-05-01 10:00:00 +0000 UTC,client_1051,FR-PAR,product_upgrade,wrong_number,,0,false
call_20260501_100052,2026-05-01 10:00:00 +0000 UTC,client_1052,DE-BY,service_renewal,answered,interested,82,true
call_20260501_100053,2026-05-01 10:00:00 +0000 UTC,client_1053,US-NY,loan_offer,no_answer,,0,false
call_20260501_100054,2026-05-01 10:00:00 +0000 UTC,client_1054,IT-ROM,insurance_sale,busy,,0,false
call_20260501_100055,2026-05-01 10:00:00 +0000 UTC,client_1055,ES-MAD,credit_card_offer,wrong_number,,0,false
call_20260501_100056,2026-05-01 10:00:00 +0000 UTC,client_1056,DE-HE,product_upgrade,answered,interested,86,true
call_20260501_100057,2026-05-01 10:00:00 +0000 UTC,client_1057,US-CA,service_renewal,no_answer,,0,false
call_20260501_100058,2026-05-01 10:00:00 +0000 UTC,client_1058,GB-LDN,loan_offer,busy,,0,false
call_20260501_100059,2026-05-01 10:00:00 +0000 UTC,client_1059,FR-PAR,insurance_sale,wrong_number,,0,false
call_20260501_10006,2026-05-01 10:00:00 +0000 UTC,client_1006,IT-ROM,product_upgrade,busy,,0,false
call_20260501_100060,2026-05-01 10:00:00 +0000 UTC,client_1060,DE-BY,credit_card_offer,answered,interested,90,true
call_20260501_100061,2026-05-01 10:00:00 +0000 UTC,client_1061,US-NY,product_upgrade,no_answer,,0,false
call_20260501_100062,2026-05-01 10:00:00 +0000 UTC,client_1062,IT-ROM,service_renewal,busy,,0,false
call_20260501_100063,2026-05-01 10:00:00 +0000 UTC,client_1063,ES-MAD,loan_offer,wrong_number,,0,false
call_20260501_100064,2026-05-01 10:00:00 +0000 UTC,client_1064,DE-HE,insurance_sale,answered,interested,94,true
call_20260501_100065,2026-05-01 10:00:00 +0000 UTC,client_1065,US-CA,credit_card_offer,no_answer,,0,false
call_20260501_100066,2026-05-01 10:00:00 +0000 UTC,client_1066,GB-LDN,product_upgrade,busy,,0,false
call_20260501_100067,2026-05-01 10:00:00 +0000 UTC,client_1067,FR-PAR,service_renewal,wrong_number,,0,false
call_20260501_100068,2026-05-01 10:00:00 +0000 UTC,client_1068,DE-BY,loan_offer,answered,interested,98,true
call_20260501_100069,2026-05-01 10:00:00 +0000 UTC,client_1069,US-NY,insurance_sale,no_answer,,0,false
call_20260501_10007,2026-05-01 10:00:00 +0000 UTC,client_1007,ES-MAD,service_renewal,wrong_number,,0,false
call_20260501_100070,2026-05-01 10:00:00 +0000 UTC,client_1070,IT-ROM,credit_card_offer,busy,,0,false
call_20260501_100071,2026-05-01 10:00:00 +0000 UTC,client_1071,ES-MAD,product_upgrade,wrong_number,,0,false
call_20260501_100072,2026-05-01 10:00:00 +0000 UTC,client_1072,DE-HE,service_renewal,answered,interested,102,true
call_20260501_100073,2026-05-01 10:00:00 +0000 UTC,client_1073,US-CA,loan_offer,no_answer,,0,false
call_20260501_100074,2026-05-01 10:00:00 +0000 UTC,client_1074,GB-LDN,insurance_sale,busy,,0,false
call_20260501_100075,2026-05-01 10:00:00 +0000 UTC,client_1075,FR-PAR,credit_card_offer,wrong_number,,0,false
call_20260501_100076,2026-05-01 10:00:00 +0000 UTC,client_1076,DE-BY,product_upgrade,answered,interested,106,true
call_20260501_100077,2026-05-01 10:00:00 +0000 UTC,client_1077,US-NY,service_renewal,no_answer,,0,false
call_20260501_100078,2026-05-01 10:00:00 +0000 UTC,client_1078,IT-ROM,loan_offer,busy,,0,false
call_20260501_100079,2026-05-01 10:00:00 +0000 UTC,client_1079,ES-MAD,insurance_sale,wrong_number,,0,false
call_20260501_10008,2026-05-01 10:00:00 +0000 UTC,client_1008,DE-HE,loan_offer,answered,interested,38,true
call_20260501_100080,2026-05-01 10:00:00 +0000 UTC,client_1080,DE-HE,credit_card_offer,answered,interested,110,true
call_20260501_100081,2026-05-01 10:00:00 +0000 UTC,client_1081,US-CA,product_upgrade,no_answer,,0,false
call_20260501_100082,2026-05-01 10:00:00 +0000 UTC,client_1082,GB-LDN,service_renewal,busy,,0,false
call_20260501_100083,2026-05-01 10:00:00 +0000 UTC,client_1083,FR-PAR,loan_offer,wrong_number,,0,false
call_20260501_100084,2026-05-01 10:00:00 +0000 UTC,client_1084,DE-BY,insurance_sale,answered,interested,114,true
call_20260501_100085,2026-05-01 10:00:00 +0000 UTC,client_1085,US-NY,credit_card_offer,no_answer,,0,false
call_20260501_100086,2026-05-01 10:00:00 +0000 UTC,client_1086,IT-ROM,product_upgrade,busy,,0,false
call_20260501_100087,2026-05-01 10:00:00 +0000 UTC,client_1087,ES-MAD,service_renewal,wrong_number,,0,false
call_20260501_100088,2026-05-01 10:00:00 +0000 UTC,client_1088,DE-HE,loan_offer,answered,interested,118,true
call_20260501_100089,2026-05-01 10:00:00 +0000 UTC,client_1089,US-CA,insurance_sale,no_answer,,0,false
call_20260501_10009,2026-05-01 10:00:00 +0000 UTC,client_1009,US-CA,insurance_sale,no_answer,,0,false
call_20260501_100090,2026-05-01 10:00:00 +0000 UTC,client_1090,GB-LDN,credit_card_offer,busy,,0,false
call_20260501_100091,2026-05-01 10:00:00 +0000 UTC,client_1091,FR-PAR,product_upgrade,wrong_number,,0,false
call_20260501_100092,2026-05-01 10:00:00 +0000 UTC,client_1092,DE-BY,service_renewal,answered,interested,122,true
call_20260501_100093,2026-05-01 10:00:00 +0000 UTC,client_1093,US-NY,loan_offer,no_answer,,0,false
call_20260501_100094,2026-05-01 10:00:00 +0000 UTC,client_1094,IT-ROM,insurance_sale,busy,,0,false
call_20260501_100095,2026-05-01 10:00:00 +0000 UTC,client_1095,ES-MAD,credit_card_offer,wrong_number,,0,false
call_20260501_100096,2026-05-01 10:00:00 +0000 UTC,client_1096,DE-HE,product_upgrade,answered,interested,126,true
call_20260501_100097,2026-05-01 10:00:00 +0000 UTC,client_1097,US-CA,service_renewal,no_answer,,0,false
call_20260501_100098,2026-05-01 10:00:00 +0000 UTC,client_1098,GB-LDN,loan_offer,busy,,0,false
call_20260501_100099,2026-05-01 10:00:00 +0000 UTC,client_1099,FR-PAR,insurance_sale,wrong_number,,0,false
call_20260501_10010,2026-05-01 10:00:00 +0000 UTC,client_1010,GB-LDN,credit_card_offer,busy,,0,false
call_20260501_100100,2026-05-01 10:00:00 +0000 UTC,client_1100,DE-BY,credit_card_offer,answered,interested,130,true
call_20260501_100101,2026-05-01 10:00:00 +0000 UTC,client_1101,US-NY,product_upgrade,no_answer,,0,false
call_20260501_100102,2026-05-01 10:00:00 +0000 UTC,client_1102,IT-ROM,service_renewal,busy,,0,false
call_20260501_100103,2026-05-01 10:00:00 +0000 UTC,client_1103,ES-MAD,loan_offer,wrong_number,,0,false
call_20260501_100104,2026-05-01 10:00:00 +0000 UTC,client_1104,DE-HE,insurance_sale,answered,interested,134,true
call_20260501_100105,2026-05-01 10:00:00 +0000 UTC,client_1105,US-CA,credit_card_offer,no_answer,,0,false
call_20260501_100106,2026-05-01 10:00:00 +0000 UTC,client_1106,GB-LDN,product_upgrade,busy,,0,false
call_20260501_100107,2026-05-01 10:00:00 +0000 UTC,client_1107,FR-PAR,service_renewal,wrong_number,,0,false
call_20260501_100108,2026-05-01 10:00:00 +0000 UTC,client_1108,DE-BY,loan_offer,answered,interested,138,true
call_20260501_100109,2026-05-01 10:00:00 +0000 UTC,client_1109,US-NY,insurance_sale,no_answer,,0,false
call_20260501_10011,2026-05-01 10:00:00 +0000 UTC,client_1011,FR-PAR,product_upgrade,wrong_number,,0,false
call_20260501_100110,2026-05-01 10:00:00 +0000 UTC,client_1110,IT-ROM,credit_card_offer,busy,,0,false
call_20260501_100111,2026-05-01 10:00:00 +0000 UTC,client_1111,ES-MAD,product_upgrade,wrong_number,,0,false
call_20260501_100112,2026-05-01 10:00:00 +0000 UTC,client_1112,DE-HE,service_renewal,answered,interested,142,true
call_20260501_100113,2026-05-01 10:00:00 +0000 UTC,client_1113,US-CA,loan_offer,no_answer,,0,false
call_20260501_100114,2026-05-01 10:00:00 +0000 UTC,client_1114,GB-LDN,insurance_sale,busy,,0,false
call_20260501_100115,2026-05-01 10:00:00 +0000 UTC,client_1115,FR-PAR,credit_card_offer,wrong_number,,0,false
call_20260501_100116,2026-05-01 10:00:00 +0000 UTC,client_1116,DE-BY,product_upgrade,answered,interested,146,true
call_20260501_100117,2026-05-01 10:00:00 +0000 UTC,client_1117,US-NY,service_renewal,no_answer,,0,false
call_20260501_100118,2026-05-01 10:00:00 +0000 UTC,client_1118,IT-ROM,loan_offer,busy,,0,false
call_20260501_100119,2026-05-01 10:00:00 +0000 UTC,client_1119,ES-MAD,insurance_sale,wrong_number,,0,false
call_20260501_10012,2026-05-01 10:00:00 +0000 UTC,client_1012,DE-BY,service_renewal,answered,interested,42,true
call_20260501_100120,2026-05-01 10:00:00 +0000 UTC,client_1120,DE-HE,credit_card_offer,answered,interested,150,true
call_20260501_100121,2026-05-01 10:00:00 +0000 UTC,client_1121,US-CA,product_upgrade,no_answer,,0,false
call_20260501_100122,2026-05-01 10:00:00 +0000 UTC,client_1122,GB-LDN,service_renewal,busy,,0,false
call_20260501_100123,2026-05-01 10:00:00 +0000 UTC,client_1123,FR-PAR,loan_offer,wrong_number,,0,false
call_20260501_100124,2026-05-01 10:00:00 +0000 UTC,client_1124,DE-BY,insurance_sale,answered,interested,154,true
call_20260501_100125,2026-05-01 10:00:00 +0000 UTC,client_1125,US-NY,credit_card_offer,no_answer,,0,false
call_20260501_100126,2026-05-01 10:00:00 +0000 UTC,client_1126,IT-ROM,product_upgrade,busy,,0,false
call_20260501_100127,2026-05-01 10:00:00 +0000 UTC,client_1127,ES-MAD,service_renewal,wrong_number,,0,false
call_20260501_100128,2026-05-01 10:00:00 +0000 UTC,client_1128,DE-HE,loan_offer,answered,interested,158,true
call_20260501_100129,2026-05-01 10:00:00 +0000 UTC,client_1129,US-CA,insurance_sale,no_answer,,0,false
call_20260501_10013,2026-05-01 10:00:00 +0000 UTC,client_1013,US-NY,loan_offer,no_answer,,0,false
call_20260501_100130,2026-05-01 10:00:00 +0000 UTC,client_1130,GB-LDN,credit_card_offer,busy,,0,false
call_20260501_100131,2026-05-01 10:00:00 +0000 UTC,client_1131,FR-PAR,product_upgrade,wrong_number,,0,false
call_20260501_100132,2026-05-01 10:00:00 +0000 UTC,client_1132,DE-BY,service_renewal,answered,interested,162,true
call_20260501_100133,2026-05-01 10:00:00 +0000 UTC,client_1133,US-NY,loan_offer,no_answer,,0,false
call_20260501_100134,2026-05-01 10:00:00 +0000 UTC,client_1134,IT-ROM,insurance_sale,busy,,0,false
call_20260501_100135,2026-05-01 10:00:00 +0000 UTC,client_1135,ES-MAD,credit_card_offer,wrong_number,,0,false
call_20260501_100136,2026-05-01 10:00:00 +0000 UTC,client_1136,DE-HE,product_upgrade,answered,interested,166,true
call_20260501_100137,2026-05-01 10:00:00 +0000 UTC,client_1137,US-CA,service_renewal,no_answer,,0,false
call_20260501_100138,2026-05-01 10:00:00 +0000 UTC,client_1138,GB-LDN,loan_offer,busy,,0,false
call_20260501_100139,2026-05-01 10:00:00 +0000 UTC,client_1139,FR-PAR,insurance_sale,wrong_number,,0,false
call_20260501_10014,2026-05-01 10:00:00 +0000 UTC,client_1014,IT-ROM,insurance_sale,busy,,0,false
call_20260501_100140,2026-05-01 10:00:00 +0000 UTC,client_1140,DE-BY,credit_card_offer,answered,interested,170,true
call_20260501_100141,2026-05-01 10:00:00 +0000 UTC,client_1141,US-NY,product_upgrade,no_answer,,0,false
call_20260501_100142,2026-05-01 10:00:00 +0000 UTC,client_1142,IT-ROM,service_renewal,busy,,0,false
call_20260501_100143,2026-05-01 10:00:00 +0000 UTC,client_1143,ES-MAD,loan_offer,wrong_number,,0,false
call_20260501_100144,2026-05-01 10:00:00 +0000 UTC,client_1144,DE-HE,insurance_sale,answered,interested,174,true
call_20260501_100145,2026-05-01 10:00:00 +0000 UTC,client_1145,US-CA,credit_card_offer,no_answer,,0,false
call_20260501_100146,2026-05-01 10:00:00 +0000 UTC,client_1146,GB-LDN,product_upgrade,busy,,0,false
call_20260501_100147,2026-05-01 10:00:00 +0000 UTC,client_1147,FR-PAR,service_renewal,wrong_number,,0,false
call_20260501_100148,2026-05-01 10:00:00 +0000 UTC,client_1148,DE-BY,loan_offer,answered,interested,178,true
call_20260501_100149,2026-05-01 10:00:00 +0000 UTC,client_1149,US-NY,insurance_sale,no_answer,,0,false
call_20260501_10015,2026-05-01 10:00:00 +0000 UTC,client_1015,ES-MAD,credit_card_offer,wrong_number,,0,false
call_20260501_100150,2026-05-01 10:00:00 +0000 UTC,client_1150,IT-ROM,credit_card_offer,busy,,0,false
call_20260501_100151,2026-05-01 10:00:00 +0000 UTC,client_1151,ES-MAD,product_upgrade,wrong_number,,0,false
call_20260501_100152,2026-05-01 10:00:00 +0000 UTC,client_1152,DE-HE,service_renewal,answered,interested,182,true
call_20260501_100153,2026-05-01 10:00:00 +0000 UTC,client_1153,US-CA,loan_offer,no_answer,,0,false
call_20260501_100154,2026-05-01 10:00:00 +0000 UTC,client_1154,GB-LDN,insurance_sale,busy,,0,false
call_20260501_100155,2026-05-01 10:00:00 +0000 UTC,client_1155,FR-PAR,credit_card_offer,wrong_number,,0,false
call_20260501_100156,2026-05-01 10:00:00 +0000 UTC,client_1156,DE-BY,product_upgrade,answered,interested,186,true
call_20260501_100157,2026-05-01 10:00:00 +0000 UTC,client_1157,US-NY,service_renewal,no_answer,,0,false
call_20260501_100158,2026-05-01 10:00:00 +0000 UTC,client_1158,IT-ROM,loan_offer,busy,,0,false
call_20260501_100159,2026-05-01 10:00:00 +0000 UTC,client_1159,ES-MAD,insurance_sale,wrong_number,,0,false
call_20260501_10016,2026-05-01 10:00:00 +0000 UTC,client_1016,DE-HE,product_upgrade,answered,interested,46,true
call_20260501_100160,2026-05-01 10:00:00 +0000 UTC,client_1160,DE-HE,credit_card_offer,answered,interested,190,true
call_20260501_100161,2026-05-01 10:00:00 +0000 UTC,client_1161,US-CA,product_upgrade,no_answer,,0,false
call_20260501_100162,2026-05-01 10:00:00 +0000 UTC,client_1162,GB-LDN,service_renewal,busy,,0,false
call_20260501_100163,2026-05-01 10:00:00 +0000 UTC,client_1163,FR-PAR,loan_offer,wrong_number,,0,false
call_20260501_100164,2026-05-01 10:00:00 +0000 UTC,client_1164,DE-BY,insurance_sale,answered,interested,194,true
call_20260501_100165,2026-05-01 10:00:00 +0000 UTC,client_1165,US-NY,credit_card_offer,no_answer,,0,false
call_20260501_100166,2026-05-01 10:00:00 +0000 UTC,client_1166,IT-ROM,product_upgrade,busy,,0,false
call_20260501_100167,2026-05-01 10:00:00 +0000 UTC,client_1167,ES-MAD,service_renewal,wrong_number,,0,false
call_20260501_100168,2026-05-01 10:00:00 +0000 UTC,client_1168,DE-HE,loan_offer,answered,interested,198,true
call_20260501_100169,2026-05-01 10:00:00 +0000 UTC,client_1169,US-CA,insurance_sale,no_answer,,0,false
call_20260501_10017,2026-05-01 10:00:00 +0000 UTC,client_1017,US-CA,service_renewal,no_answer,,0,false
call_20260501_100170,2026-05-01 10:00:00 +0000 UTC,client_1170,GB-LDN,credit_card_offer,busy,,0,false
call_20260501_100171,2026-05-01 10:00:00 +0000 UTC,client_1171,FR-PAR,product_upgrade,wrong_number,,0,false
call_20260501_100172,2026-05-01 10:00:00 +0000 UTC,client_1172,DE-BY,service_renewal,answered,interested,202,true
call_20260501_100173,2026-05-01 10:00:00 +0000 UTC,client_1173,US-NY,loan_offer,no_answer,,0,false
call_20260501_100174,2026-05-01 10:00:00 +0000 UTC,client_1174,IT-ROM,insurance_sale,busy,,0,false
call_20260501_100175,2026-05-01 10:00:00 +0000 UTC,client_1175,ES-MAD,credit_card_offer,wrong_number,,0,false
call_20260501_100176,2026-05-01 10:00:00 +0000 UTC,client_1176,DE-HE,product_upgrade,answered,interested,206,true
call_20260501_100177,2026-05-01 10:00:00 +0000 UTC,client_1177,US-CA,service_renewal,no_answer,,0,false
call_20260501_100178,2026-05-01 10:00:00 +0000 UTC,client_1178,GB-LDN,loan_offer,busy,,0,false
call_20260501_100179,2026-05-01 10:00:00 +0000 UTC,client_1179,FR-PAR,insurance_sale,wrong_number,,0,false
call_20260501_10018,2026-05-01 10:00:00 +0000 UTC,client_1018,GB-LDN,loan_offer,busy,,0,false
call_20260501_100180,2026-05-01 10:00:00 +0000 UTC,client_1180,DE-BY,credit_card_offer,answered,interested,210,true
call_20260501_100181,2026-05-01 10:00:00 +0000 UTC,client_1181,US-NY,product_upgrade,no_answer,,0,false
call_20260501_100182,2026-05-01 10:00:00 +0000 UTC,client_1182,IT-ROM,service_renewal,busy,,0,false
call_20260501_100183,2026-05-01 10:00:00 +0000 UTC,client_1183,ES-MAD,loan_offer,wrong_number,,0,false
call_20260501_100184,2026-05-01 10:00:00 +0000 UTC,client_1184,DE-HE,insurance_sale,answered,interested,214,true
call_20260501_100185,2026-05-01 10:00:00 +0000 UTC,client_1185,US-CA,credit_card_offer,no_answer,,0,false
call_20260501_100186,2026-05-01 10:00:00 +0000 UTC,client_1186,GB-LDN,product_upgrade,busy,,0,false
call_20260501_100187,2026-05-01 10:00:00 +0000 UTC,client_1187,FR-PAR,service_renewal,wrong_number,,0,false
call_20260501_100188,2026-05-01 10:00:00 +0000 UTC,client_1188,DE-BY,loan_offer,answered,interested,218,true
call_20260501_100189,2026-05-01 10:00:00 +0000 UTC,client_1189,US-NY,insurance_sale,no_answer,,0,false
call_20260501_10019,2026-05-01 10:00:00 +0000 UTC,client_1019,FR-PAR,insurance_sale,wrong_number,,0,false
call_20260501_100190,2026-05-01 10:00:00 +0000 UTC,client_1190,IT-ROM,credit_card_offer,busy,,0,false
call_20260501_100191,2026-05-01 10:00:00 +0000 UTC,client_1191,ES-MAD,product_upgrade,wrong_number,,0,false
call_20260501_100192,2026-05-01 10:00:00 +0000 UTC,client_1192,DE-HE,service_renewal,answered,interested,222,true
call_20260501_100193,2026-05-01 10:00:00 +0000 UTC,client_1193,US-CA,loan_offer,no_answer,,0,false
call_20260501_100194,2026-05-01 10:00:00 +0000 UTC,client_1194,GB-LDN,insurance_sale,busy,,0,false
call_20260501_100195,2026-05-01 10:00:00 +0000 UTC,client_1195,FR-PAR,credit_card_offer,wrong_number,,0,false
call_20260501_100196,2026-05-01 10:00:00 +0000 UTC,client_1196,DE-BY,product_upgrade,answered,interested,226,true
call_20260501_100197,2026-05-01 10:00:00 +0000 UTC,client_1197,US-NY,service_renewal,no_answer,,0,false
call_20260501_100198,2026-05-01 10:00:00 +0000 UTC,client_1198,IT-ROM,loan_offer,busy,,0,false
call_20260501_100199,2026-05-01 10:00:00 +0000 UTC,client_1199,ES-MAD,insurance_sale,wrong_number,,0,false
call_20260501_10020,2026-05-01 10:00:00 +0000 UTC,client_1020,DE-BY,credit_card_offer,answered,interested,50,true
call_20260501_100200,2026-05-01 10:00:00 +0000 UTC,client_1200,DE-HE,credit_card_offer,answered,interested,230,true
call_20260501_100201,2026-05-01 10:00:00 +0000 UTC,client_1201,US-CA,product_upgrade,no_answer,,0,false
call_20260501_100202,2026-05-01 10:00:00 +0000 UTC,client_1202,GB-LDN,service_renewal,busy,,0,false
call_20260501_100203,2026-05-01 10:00:00 +0000 UTC,client_1203,FR-PAR,loan_offer,wrong_number,,0,false
call_20260501_100204,2026-05-01 10:00:00 +0000 UTC,client_1204,DE-BY,insurance_sale,answered,interested,234,true
call_20260501_100205,2026-05-01 10:00:00 +0000 UTC,client_1205,US-NY,credit_card_offer,no_answer,,0,false
call_20260501_100206,2026-05-01 10:00:00 +0000 UTC,client_1206,IT-ROM,product_upgrade,busy,,0,false
call_20260501_100207,2026-05-01 10:00:00 +0000 UTC,client_1207,ES-MAD,service_renewal,wrong_number,,0,false
call_20260501_100208,2026-05-01 10:00:00 +0000 UTC,client_1208,DE-HE,loan_offer,answered,interested,238,true
call_20260501_100209,2026-05-01 10:00:00 +0000 UTC,client_1209,US-CA,insurance_sale,no_answer,,0,false
call_20260501_10021,2026-05-01 10:00:00 +0000 UTC,client_1021,US-NY,product_upgrade,no_answer,,0,false
